title,heading,content,tokens
A193 9 Evenings correspondence,Q24056,"[0]
 August 11, 1966
 Mrs. Albert A. List 
 927 Fifth Avenue 
 New York, New York
 Dear Vera: 
 In our telephone conversation the other day you asked for more information on the 1966 Festival of Theater and Engineering. I hope this will give you a clear idea of what we are doing. 
 ""We"" are 10 New York artists:
 Lucinda Chi1ds- choreographer, dancer 
 John Cage- composer, writer, 
 Oyvind Fahlstrom- painter, poet 
 Alex Hay painter, choreographer 
 Deborah Hay- choreographer, dancer 
 Claes Oldenburg - painter, happening-author 
 Steve Paxton choreographer, dancer 
 Robert Whitman - sculptor, happening-author 
 David Tudor musician
 and myself. All the artists have exhibited/performed their works here in the past and all are artists of great reputation and daring. We are all involved in our own individual ways of experimenting with modern technology and exploring the possibilities of the interaction between art and professional technology.
 Since last January we have been working steadily with about 30 engineers from Bell Laboratories, led by Billy Kluver, the technical engineer for Tinguely, Johns and others. The artists suggested ideas and problems for performance situations and the engineers came up with ingenious technical solutions. In the spring we began building equipment and now we have almost all the devices completed. The cooperation of the artists and scientists has produced very exciting and [fruitful] POSITIVE achievements.
 Originally we were to perform in a Festival of Art and Technology in Stockholm this September. However, serious differences arose between our Swedish sponsor and ourselves in attitude and approach toward the Festival. These conflicts prevented the rapport necessary for this large scale international project. Although the cancellation of the Stockholm arrangements was a rough setback, the American artists and scientists refused to lose the courage of their commitment. Together we have resolved to make a success of the Festival here in New York.
",408
A193 9 Evenings correspondence,Q24057,"[1]
 PAGE TWO
 Our plans are as follows:
 11 performances, from October 13-23, 1966. The Festival will be held at the Armory at Lexington Avenue and 25th Street, a marvelous space for our performances. The budget is $50,000, covering the cost of designing and building the technical equipment, production costs, rental of the Armory, lighting and stage expenses, insurance fees and the like.
 We anticipate a minimum audience of 10,000 people. This is a conservative estimate, since there will be thorough press coverage. LIFE, ESQUIRE, and other national magazines plan feature stories. of course, the art, dance/music and science/engineering publications will give us very heavy before and after coverage. Some interest has been expressed by a television network for a special on the Festival, and several local TV stations plan some coverage. In addition, a new environmental publication called BROADSIDE, published by Marion Javits and Clay Felker, will devote its entire first issue (guest edited by me) to the Festival.
 Even with capacity crowds, however, the Festival is not a ""commercial"" venture. Any profits will go towards a new foundation for the development of our ideas. Art critics and philosophers have recently become excited by the interaction of the two formerly opposite poles of art and technology. Scientists and artists have much to learn from each other and their exchange has unknown possibilities. This inter-discipline activity is inevitable, but we feel we can give it an immediate push-in the right direction. X
 As LIFE magazine says in its current issue, the Festival ""which will take place in the same Armory as the 1913 Armory Show, may go down in art history as another landmark"". In my opinion, LIFE was being too cautious. The Festival will be a unique [as a totally vanguard] AVANT GARDE occurrence. New ground needs to be broken and it should be here in New York, the vital center of art and technology. 
 Vera, I hope that you will share our enthusiasm and give us your financial support. Since we are pressed by time, I would appreciate your reactions as soon as possible. With thanks in advance.
 Sincerely, Robert Rauschenberg
 Note: Add for industry people at X on second page: Industry is one of the greater influences on our lives and should take a significantly larger role in our cultural activities. It is our hope that industry will understand and aid the artist to use new technology in a professional way as a material for art.  Also make appropriate changes in the opening and closing paragraphs.
",526
A93 Spiral Notebook - Red,Q24086,"I.
 
 CHOOSE A BAIL OF HAY WRITE A CONVERSATION NOT REVEALING THE FACT THAT THE HAY CANOT RESPOND OR TALK.
 
 I. PENCILS, PAPER, HAY.
 
 
 [PAGE BREAK]
",66
A93 Spiral Notebook - Red,Q24085,"THE SPIRAL
 NOTEBOOK
 
 636
 REG. U. S. PAT. OFF. 
 15c.
 
 A PRODUCT OF Westab DAYTON [?] OHIO
 
 [PAGE BREAK]
",52
A93 Spiral Notebook - Red,Q24090,"RELAY
 
 1) SLAP
 2) TURN RADIO ON
 3) POUR A GLASS OF WATER, RUN TO THE DOOR PITCH IT OUT.(SHOUT HERES SOME MORE)
 4) BREAK EGG
 +
 B
 2) [TURN] CHANGE STATION
 
 [PAGE BREAK]
",78
A93 Spiral Notebook - Red,Q24091,"KENNEDY 
 661-1600
 
 STEVE MARK
 I WANT [BOBBY] ROBERT KENNEDY
 TO KNOW ABOUT THIS
 UNIQUE [COLLABORATION THAT IS OCCURING.]
 OCCURANCE. [NO ONE CAN EXIST IN ISOLATION]
 BEFORE
 
 [PAGE BREAK]
",81
A93 Spiral Notebook - Red,Q24088,"COUNTING THING
 
 WAYS OF CROSSING FLOOR HOW TO GET FROM PLACE TO PLACE. INDIVIDUALLY OR GROUP.
 
 WALKING ON BACKS
 
 WHAT MAKES THINGS
 INTERESTING
 
 SEEING SOMETHING THAT MAKES YOU CHANGE YOUR
 
 [PAGE BREAK]
",83
A93 Spiral Notebook - Red,Q24089,"MIND ABOUT ANYTHING 
 THE DIRECTION OF SHOWING EVERYONE IS DIFFERENT 
 IT IS OUR UNIQNESSES THAT ARE OF VALUE NOT THE CONDITIONED SAMENESS.
 
 [PAGE BREAK]
",54
A93 Spiral Notebook - Red,Q24094,"SUZI HOSTESS 
 MIMI (2)
 
 GAUTAM
 AILEEN SARANEN
 JACK KLIEN
 
 [PAGE BREAK]
",41
A93 Spiral Notebook - Red,Q24092,"STEVE MARK
 [I AM ROBERT]
 [RAUSCHENBERG:A PRESS
 CONFERENCE]
 
 [WE]I WANT ROBERT
 KENNEDY TO KNOW ABOUT 
 A PRESS CONFERENCE AND
 RECEPTION BEING HELD
 
 RECEPTION BEING HELD IN MY STUDIOS 4PM OCT 10TH 381
 LA FAYETTE ST NYC
 TO ANNOUNCE AN ACTIVE WORKING
 ALLIANCE WITH SCIENCE
 [???] INDUSTRY LABOR
 TECHNOLOGY AND THE ARTS
 
 [PAGE BREAK]
",135
A93 Spiral Notebook - Red,Q24099,"Bob,
 Gave $10 to Christine.
 Brice
 
 Sarhabias can't come 
 tonight will call you 
 around 6 or 7
 
 [PAGE BREAK]
",44
A93 Spiral Notebook - Red,Q24102,"Bill Mier 
 227-2140 
 wants to talk to you
 about Indians
 
 Simone called 
 wants Yvonne's address
 
 sign posters for gallery
 
 [PAGE BREAK]
",49
A93 Spiral Notebook - Red,Q24103,"GAUTAM 
 SARHABIA
 
 JU67000 EXT 3729
 
 around 7
 
 Simone called 
 wants Yvonne's address
 
 sign posters for gallery
 
 [PAGE BREAK]
",54
A93 Spiral Notebook - Red,Q24101,"Debra called
 Ed LangSam
 
 1. Sue suggests paper dresses
 2. Is George Manupeli’s grandfather gold watch here
 3. Polaroid photo of tripod on the way
 4.
 
 [PAGE BREAK]
",55
letter from Julie Martin about the Rauschenberg/Performance exhibit (Cooper Union),Q25727,"EXPERIMENTS IN ART AND TECHNOLOGY 49 East 68th Street New York New York 10021
 December 8 , 1983
 Nina Sundell 
 145 Hicks Street Brooklyn , N.Y. 11201
 Dear Nina ,
 This is to confirm that E.A.T. has lent 1 tennis racquet with FM transmitter in the handle to the exhibition , Rauschenberg / Performance , in the Arthur Houghton Gallery , The Cooper Union from December 7 , to December 22 , 1983 .
 Please let us know when you are taking down the exhibition , and we will be glad to pick up the tennis racquet at a time convenient with your schedule .
  The opening was wonderful , and Bob outdid himself , as always . I can't wait to read the book .
 Best , Julie Martin
",167
letter regarding Rauschenberg/Performance exhibit (Contemporary Arts Museum Houston),Q25729,"CONTEMPORARY ARTS MUSEUM
 June 29 , 1984
 Mr. Billy Kluver
 President
 Experiments in Art and Technology 
 49 East 68th Street 
 New York , New York 10021
 Dear Mr. Kluver ,
 With the close of the exhibition , Rauschenberg / Performance , Contemporary Arts Museum , I would like to thank you for the kind loan of the tennis racket used in the performance , Open Score . 
 The show was very well received here in Houston ; over 11,322 Museum visitors viewed the exhibition during its installation here . I have enclosed copies of the local press for your files , as well as the small catalogue we published to accompany the exhibition .
 Thank you again for the loan ; its inclusion in the show helped insure a comprehensive presentation .
 Very truly yours ,
 Marti Mayo
 Curator
",176
A moveable feast not so appetizing,Q25751,"Robert Rauschenberg with props and photos from Map Room II, 1965 . The shoes encased in 20 pounds of Lucite , made by French sculptor Arman , were worn by Rauschenberg during the performance .
",47
A moveable feast not so appetizing,Q25754,"Among the props for Spring Training ( 1965 ) in which Rauschenberg danced with Trisha Brown and Deborah Hay, among others , there is a pail that during that performance 20 years ago was filled with dry ice and strapped to Rauschenberg's waist : at the end of the performance, water was dropped in the bucket and the dancer disappeared behind the clouds of steam . On stage , with lights, sound , movement , it was undoubtedly exhilarating or at least surprising . A tin bucket hanging on a white wall is just plain dumb .
 And so it goes , with the exception of French sculptor Arman's Lucite embedded shoes , and the silkscreened silk fabric Rauschenberg made for the costumes of Trisha Brown Dance Company's 1983 Set and Reser . In fact , the diaphanous fabric came to life during the company's performance of Set and Reset Wednesday even ing . Flowing with the sinuous, gravity - defying movements of the danc
",202
A moveable feast not so appetizing,Q25755,"ers who traversed the stage with precision to music by Laurie Anderson , the silkscreened costumes enhanced the complex choreography by Trisha Brown and complemented the stunning set , a fabric cube with a pyramid on either side on which slides / videotape are projected throughout , also designed by Rauschenberg . It is the way in which all those objects in the CAM are meant to be experienced .
 The saving grace to the exhibit is the documentary photopanels of the dancers in Rauschenberg costumes props / sets Among these black and white images , Richard Rutledge's are superb compositional and emblematic works , specifically , the portraits of Merce Cunningham during Antic Meet (1958) .
 Rauschenberg arrived late at the press conference, and most of the nitty - gritty information pertaining to the exhibit , cu rated by independent curator Nina Sundell had already been obtained : The exhibit began as photographs only , then of Rauschenberg suggested using some the props which were brought out from his basement ; it took "" several months "" to organize and opened at a gallery in Italy, then at Cooper Union in New York City before coming to Houston .
",239
A moveable feast not so appetizing,Q25753,"RAUSCHENBERG Performance at the Contemporary Arts Museum is not only visually disappointing, it presents objects that were intended to be alive in performance in a ridiculous , static state .
 Twenty and 30 years ago , modern dance riveted critics and angered audiences . Avant - garde composers like John Cage were making disjointed and dissonant music , and dancers and choreographers like Merce Cunningham were breaking the rules of classical dance . Pop artists glorified the most commonplace objects, epitomized by Andy Warhol's Campbell Soup Can , and the young generation reveled in the newness of it all.
 Rauschenberg assimilated all the arts . In 1954 he began his life - time involve ment with performance . He designed sets , costumes and props for dance companies like Cunningham's and on occasion also choreographed and danced for them to music by Cage . Like his combines of the same period which stunried the art world , the performance material was perceived as audacious , even shocking .
 But as these costumes and props hang on walls and sit on the floor today , they are neither interesting nor do they possess sensual or thoughtful appeal. One can only remember that these things on display in the museum's lower gallery are out of place and context , for their life depends on the life given them by movement and sound.
",270
A moveable feast not so appetizing,Q25758,"Rauschenberg / Performance will be on view through June 24 in the CAM's Perspective Gallery : 5601 Montrose Blvd. 526-3129 . Hours are 10 a.m. - 5 p.m. Tuesday through Saturday , noon - 6 pm, Sunday.
",57
A moveable feast not so appetizing,Q25756,"The question reserved for Rauschenberg , however , was : Can you dance ? "" Oh no ! "" he laughed with that warm charm of his . "" But I have very imaginative handicaps !
 "" I also killed some performers , "" he chuckled . "" Steve Paxton never had a chance to strut and he's a great strutter . Deborah Hay , who is a terrific performer, had to wear a costume of live birds . I swear I didn't know she was terrified of birds ! "" One time he tried to locomotize ballet toe shoes by attaching ball - bearings to the toe part , but the dancers refused to wear them .
 How do these objects look to him now , in this context and years later ?
 Frankenstinian ! "" Rauschenberg grinned mischievously . "" Like they belong in a dark castle with lightning out the windows ! But they look much fresher here at the CAM than they did at Cooper Union. 
 "" Actually , the artist continued in a more serious vein , started to think about this , but they were old then, "" referring to the unmistakeable Duchampian quality of the objects ."" But the juxtaposition of incongruent material is very important.
 I knew such greats ( Cunningham, Cage ) that I called my dances theater pieces ' and the music sound . "" he said .
",279
A moveable feast not so appetizing,Q25757,"Perhaps the most important element of all this is the remarkable collaborative spirit which is imperative if such projects are to succeed , and which , Rauschenberg said , "" usually happens in a very natural way . Like , John Cage decided Merce needed somebody. Merce had had a very bad experience with costumes . Once ( while a member of the Martha Graham troupe ) he'd had to wear this mask de signed by Noguchi , and the only way to keep it on was to hold onto it with his teeth . "" Rauschenberg demonstrated. "" So I got the job . "" The current exhibit documents 20 such "" jobs, "" from 1954 through 1983. And although Rauschenberg's plans for a choreographed "" dance "" for wind surfers will not materialize for the Sum mer Olympics as he had told me in February , the project is still very much alive. 
",181
Exhibit helps viewers to recall a past performance,Q25761,"I am extremely surprised with the negative attitude Patricia Johnson takes in her review of the Rauschenberg / Performance exhibition at the Contemporary Arts Museum ( Zest , May 20 ) . Her premise , it seems , is that this documentation of performances that took place 20 and 30 years ago is "" ridiculous and static . "" The documentary recording of performance art has established precedent , for good reason , not only at CAM but also the Houston Museum of Fine Arts and major museums across the country . It allows us to evaluate , years later , the artistic merit of the performances and to remember a past era . The Rauschenberg performances are a part of the history of modern American art , and the Contemporary Art Museum is to be praised for a thoughtfully curated exhibition that helps us understand performance art then and now .
",161
Story of E.A.T. Part I,Q24634,"The Story of E.A.T. by Billy Kluver: THE STORY OF E.A.T.  
 EXPERIMENTS IN ART AND TECHNOLOGY  1960 – 2001  
 BY  
 BILLY KLÜVER",54
Story of E.A.T. Part I,Q24635,"The Story of E.A.T. by Billy Kluver: THE STORY OF E.A.T.  
 EXPERIMENTS IN ART AND TECHNOLOGY 1960 – 2001  
 BY  
 BILLY KLÜVER  
 INTRODUCTION 
 I was born in Monaco and grew up in Sweden. After graduating from the Royal  Technical University in Stockholm, I came to the US, received a PhD in Electrical  Engineering at the University of California at Berkeley, and joined the Communications  Research Department at Bell Laboratories in 1958 doing theoretical and experimental  work on free electron beams and lasers. As a student in Sweden, I had been interested in  film, and I soon began to meet artists and filmmakers in New York.  I was concerned about the social implications of science and technology, and I came to  believe that a meeting of art and science could only take place on a practical, physical  level.  
 I began to work with artists in New York in the early 1960s on works that used sound,  light, movement and new technical materials. I developed the idea that one-to-one  collaborations between an artist and an engineer or scientist could satisfy the artists’  desire to work with the new technology and produce works of art that could not be  realized any other way. And the collaboration could also work both ways. Artists'  projects could stimulate the engineer in new ways of looking at technology and influence  technical development in the future.  
 These social concerns and the importance of providing the artist with access to new  technology led artists Robert Rauschenberg and Robert Whitman, and engineer Fred  Waldhauer and myself to found Experiments in Art and Technology, a not-for-profit  
 service organization whose goal was to promote collaborations between artists, engineers  and scientists.  
   The Story of E.A.T.,  covers this history from my first collaboration with Jean  Tinguely on Homage to New York in 1960, through 9 Evenings: Theatre & Engineering  in 1966 and the founding of Experiments in Art and Technology the same year, and then  presents E.A.T.’s activities and projects from 1966 to the present. It chronicles the birth  and early years of what has come to be called the art and technology movement, which  has grown and developed in many directions, involving thousands of artists, engineers  and scientists in all fields, producing works that reach and inspire an ever-growing  audience.  
 Billy Klüver",532
Story of E.A.T. Part I,Q24638,"The Story of E.A.T. by Billy Kluver: To find works by American artists for the Art in Motion show, I began to visit artists’  studios, climbing staircases to the artists’ lofts, where many lived illegally, so you first  had to shout for them to drop down keys to the door.  
 To the left is Richard Stankeiwicz’s sculpture Apple. I had asked him if he needed any  technical help with the timing and relay switches, and he sent back a meticulously drawn  diagram of them. He knew exactly what he was doing.  
 The middle painting is Robert Rauschenberg’s Black Market. You were invited to move  the art yourself by writing your name on one of the four pads hanging on the painting,  taking one of the four objects from the suitcase attached to the painting and putting  another object in its place. Rauschenberg made the painting to the right in Stockholm. At  the gala opening, a lady pointed to the painting and shouted, “Ingemar Johansson [the  boxer] could have done that painting!” To her horror, Bob ran over to the painting and  wrote, “This is Johansson’s painting...” before she knocked his arm away. The writing is  still there.",281
Story of E.A.T. Part I,Q24639,"The Story of E.A.T. by Billy Kluver: When Pontus first came to New York in 1959, I had a car and took him around to visit  artists. Pontus knew Sam Francis from Paris and we soon met his neighbor on 23rd  Street, the painter Alfred Leslie, who had just made the film Pull My Daisy with Robert  Frank. Leslie’s enthusiasm helped spark Pontus’ interest in contemporary American art as  did Dorothy Miller’s exhibition Sixteen Americans at the Museum of Modern Art.  Moderna Museet’s first exhibition devoted to contemporary American art opened on  March 17, 1962. Pontus chose Alfred Leslie and three artists who had been in the Art in  Motion show: Jasper Johns, Robert Rauschenberg, and Richard Stankeiwicz. The show  was accompanied by programs of independent films from the New American Cinema.  Pontus again put me to work as Moderna Museet’s New York agent; and I collected and  shipped films and works for the exhibition, becoming friendly with the shippers W.R.  Keating and Budworth. I encouraged Pontus to buy works by the young New York  artists. Shown here to the left on the floor is Rauschenberg’s Monogram, which Pontus  did buy for the museum.",280
Story of E.A.T. Part I,Q24636,"The Story of E.A.T. by Billy Kluver: Jean Tinguely arrived in New York in 1960 for an exhibition at the Staempfli Gallery.  Pontus Hulten told me that I should ask him if he needed any help. He had received an  offer to build a sculpture in the garden of the Museum of Modern Art. I asked Tinguely,  ”What do you need?” His answer was, “bicycle wheels.” We gathered the material from  bicycle shops in New Jersey and the garbage dumps on the New Jersey flats. It took us  three weeks to build what he wanted, a self-destructing machine. With the help of my  
 friends at Bell Telephone Laboratories, we constructed timing and triggering devices to  release smoke, start a fire in a piano, break support members, and make noises. On the  evening of March 17, 1960, the machine, which Jean called Hommage to New York,  performed to a museum society audience with smoke billowing out from the structure  and the piano playing. It destroyed itself in 27 minutes. What remained of the machine  was carted back to the dumps in New Jersey.",252
Story of E.A.T. Part I,Q24637,"The Story of E.A.T. by Billy Kluver: Pontus Hulten, director of Moderna Museet in Stockholm, asked me to be the American  Representative for the Art in Motion exhibition at the museum, an expanded version of  an exhibition he had made at the Denise Rene gallery in Paris in 1955. In the early 60s  Pontus worked closely with Willem Sandberg at the Stedelijk Museum in Amsterdam,  and Art in Motion opened first at the Stedelijk. An expanded version with more than 200  works by 80 artists opened in Stockholm on May 17, 1961. Outside the museum was  Alexander Calder’s sculpture Four Seasons, which Pontus had built from the 1939 model  that Calder gave him during our visit to Roxbury in the fall of 1959. For the the American  contribution to the exhibition I asked a number of artists to make works for the  exhibition. We also included designs by Charles Eames and the drawings of Rube  Goldberg, and I arranged shipment of classic works of Marcel Duchamp, Naum Gabo  and Laszlo Moholy-Nagy, whose sculpture, Lichtrequisite, Pontus and I found in a  packing case at the Busch-Reisinger Museum at Harvard.  
 Here in a room with many works by Jean Tinguely, Niki de Saint Phalle sits on the floor  looking at Tinguely’s sculpture, Poor Man’s Ballet. The hanging objects are periodically  activated by the motors that can be seen on the platform near the ceiling at the top of the  photograph.",340
Story of E.A.T. Part I,Q24642,"The Story of E.A.T. by Billy Kluver: Of all the people I met in my life I consider Öyvind Fahlström the only true genius. I had  met Öyvind in the Student Film Society at University in Stockholm, which was the only  intellectual extracurricular group except for the Communist-led Clarte. Originally a  writer and poet, he was a self-taught painter, unlike his wife Barbro Ostlihn, who had  graduated from the Royal Academy in Stockholm. When he told me during one of my  
 visits to Stockholm in the early 1960s that he and Barbro planned to move to the United  States, I offered my help to find a place for them to stay. They arrived on a cargo ship in  Baltimore and stayed for a while at 600 Park Avenue with the Swedish Consul General,  who happened to be Barbro’s uncle. Bob Rauschenberg was leaving his loft on Front  Street, and I asked him if Öyvind and Barbro could take over the lease, which they did.  For years I used to go by their place by around 2 o’clock in the morning on my way home  from an opening or a party and talk to Öyvind while he was working, often assisted by  Barbro who left her paintings, highly geometric renderings of architectural details of New  York buildings, to help him when one of his shows at the Sidney Janis Gallery was near.",313
Story of E.A.T. Part I,Q24643,"The Story of E.A.T. by Billy Kluver: While working with Alice Denney on the Popular Image show in Washington, it became  clear to me that Pontus should organize an American Pop Art show. I worked with him to  assemble the show, and Ileana Sonnabend in Paris was particularly helpful in getting  works that were already in Europe. We also showed programs of American independent  films. Roy Lichtenstein made the poster for the show, and the exceptional catalogue was  printed on colored paper with a different color for each artist: Dine, Wesselman,  Lichtenstein, Oldenburg, Segal, Rosenquist, Warhol and Wesselman. The exhibition,  which opened on February 29, 1964, raised a lot of consternation in Swedish academic  art circles. I remember vigorously arguing in front of the television camera in favor of  Oldenburg pies. The only paper that touched the subject was VI, the mouthpiece for  Swedish cooperative movement, which printed my article, Pastry as Art. Here I’m  standing at the show longtime educator Carlo Derkert.",235
Story of E.A.T. Part I,Q24640,"The Story of E.A.T. by Billy Kluver: In 1961, I arranged to have Hans Nordenström’s short to-the-point comic strips published  in The Village Voice. When this one appeared, I got a call from Audrey Sabol from  Philadelphia, who wanted to buy the original for her son who was weight lifter. We met  at the bar at the Carlyle Hotel in New York. I found out that Audrey, Joan Kron, and  Acey Wolgin were planning to mount an exhibition of American painting at the  YM/YWHA in Philadelphia. I convinced them to make an exhibition of the new  generation of artists and I helped them select the show from my artist friends in New  York. They called the exhibition Art 1963: A New Vocabulary, which has since led to  some confusion, since it opened October 25, 1962. It was beaten by a month from being  the first pop art exhibition in America, although it was the first on the East Coast.  It was Audrey’s and Joan’s idea to make the catalogue as a set of galley proofs with  handwritten corrections, held together with a clothespin. Because the art would be so new  to Philadelphia, they made the catalogue into a dictionary, with quotes from the artists  and definitions of words that were common in the art world. One morning within 20  minutes I produced definitions of words I believed relevant: for example, “look v. the  thing to do.” Allan Kaprow wrote the art historical definitions. I thought it would be a  neat idea for my definitions to be signed BK and his be signed AK. But when Allan saw  what I had written, he thought they were not serious enough and refused to sign his  contributions to the dictionary.",378
Story of E.A.T. Part I,Q24641,"The Story of E.A.T. by Billy Kluver: Alice Denney was running the Washington Gallery of Modern Art, and during a physics  convention in Washington, DC, I visited her and immediately drove her in my  convertible to Philadelphia where the Art 1963 show was still going on. She of course  picked up on the idea and together with Alan Solomon of the Jewish Museum organized  the Popular Image Exhibition which opened April 18, 1963.  
 Underneath the table in my laboratory I had an old reel-to-reel tape recorder which I  began lugging around to the artists in the exhibition and taped interviews with them. I cut  the tapes by hand on my dining room table and produced an LP record of the interviews  at Columbia Records. I later found out that these were the first taped interviews many of  these artists ever made. Andy made what was his first silkscreen for the record cover,  Giant Size 1.57. I helped him by laying out more than 100 record covers on the floor in  the fire house on East 47th street. First we sprayed them in different day-glo colors and  then silkscreened the text in black.",245
Story of E.A.T. Part I,Q24646,"The Story of E.A.T. by Billy Kluver: During the time I was working with Tinguely on Homage to New York, Robert  Rauschenberg asked me to collaborate on what he described as an interactive  environment. After many discussions, the idea boiled down to a sound environment  where the sounds from five AM radios emanate from five sculptures. The viewer can  vary the volume and the rate of scanning through the frequency band from knobs on the  control unit, but cannot stop the scanning at any one station. Rauschenberg wanted no  wires from the control unit to the other pieces, so that they could all be moved freely in  relation to one another. With the limited technology available in the early 1960’s, we  designed and built a system where all the AM radios were located in the control unit and  the sound was re-transmitted on the FM band to receivers and speakers in the other  pieces. Interference between the FM transmitters and noise from the scanning motors  were problems we had to solve. In this photograph Rauschenberg and I are working on  Oracle.",235
Story of E.A.T. Part I,Q24647,"The Story of E.A.T. by Billy Kluver: When Harold Hodges and I were finishing the technical system, Rauschenberg put  together the five sculptures that make up Oracle from objects he found in the streets. The  pieces consist of a car door mounted on a typewriter table; a tub with an air conditioning  duct through which water flows with a small wire basket attached to the tub by a chain; a  window frame attached to another long duct; an exhaust pipe on large wheels; and a large  aluminum staircase which houses the control unit. I had ordered the aluminum staircase  according to Bob’s specs, and he added other objects to it. Bob located the speakers in  each piece so that the piece had its own unique sound.  
 Oracle was shown at Leo Castelli Gallery, on May 15, 1965. To avoid the feeling of a  gallery, Rauschenberg covered the floor with a black rubber mat. The five pieces were  placed throughout the front room of the gallery and the viewers could walk freely among  them.",221
Story of E.A.T. Part I,Q24644,"The Story of E.A.T. by Billy Kluver: Jasper Johns asked me for a transparent gas-discharge letter to include in a painting. He  wanted the power supply to be mounted behind the painting without any power cords  attaching the painting to the wall. My colleagues and I designed a battery-driven high voltage power supply. A multi-vibrator circuit converted the DC voltage from 12-volt  rechargeable batteries into AC voltage, which was transformed into 700 volts to power  the neon letter. Here I am standing with the red neon ’R’ in Johns’ Field Painting, of  1963-64.",132
Story of E.A.T. Part I,Q24645,"The Story of E.A.T. by Billy Kluver: In the early 1960’s dancers became interested in relating body movements or functions to  sound as they danced. My assistantat Bell Labs, Harold Hodges and I made a small  transmitter for Yvonne Rainer which which she wore attached to her belt. A contact  microphone on her throat picked up the sound of her breathing as she danced. The  transmitter relayed the sound to a speaker. In this photograph Rainer is performing At My  Body’s House in 1964.",114
Story of E.A.T. Part I,Q24650,"The Story of E.A.T. by Billy Kluver: By 1965, interest among the artists in using technology had grown, and many of the  artists who had performed together at Judson Church and other spaces in New York  expressed a desire to stage large-scale performances. Bob Rauschenberg and I organized  a group of artists to work together with engineers on a series of performances involving  new technology. The group included John Cage, Lucinda Childs, Öyvind Fahlström,  Alex Hay, Deborah Hay, Steve Paxton, Yvonne Rainer, Robert Rauschenberg, David  Tudor, and Robert Whitman. The first planning meeting of artists and engineers took  place in early 1966 in Rauschenberg’s studio. During the summer of 1966, more than 30  engineers, most of them from Bell Laboratories, worked in one-to-one collaboration with  individual artists, depending on the artist’s project and engineer’s speciality. Other  engineers worked on equipment and systems that could be used by all the artists.",227
Story of E.A.T. Part I,Q24651,"The Story of E.A.T. by Billy Kluver: 9 Evenings: Theatre and Engineering opened on October 13, 1966, at the 69th Regiment  Armory, a huge space on Lexington Avenue at 25th Street in New York City. The art  community in New York became involved in helping us with 9 Evenings, as fellow  artists, dancers, musicians, and performers volunteered their time for setting up and  trouble shooting, and then appeared in the performances. A high-powered, but slightly  distorted publicity campaign resulted in more than 1500 people each night attended the  performances, many of them unprepared for the avant-garde performances they saw. In  this photograph the crowd is entering the Armory on opening night. The 9 EVENINGS  poster, designed by Rauschenberg, hangs on either side of the entrance, and an Army  transport truck sits on the street, displaced from its usual parking place on the Armory  floor.",195
Story of E.A.T. Part I,Q24648,"The Story of E.A.T. by Billy Kluver: John Cage made Variations V in 1965 for the Merce Cunningham Dance Company. He  and David Tudor settled on two systems for the sound to be affected by movement. For  the first, my colleagues and I set up a system of directional photocells aimed at the stage  lights, so that the dancers triggered sounds as they cut the light beams with their  movements. A second system used a series of antennas. When a dancer came within four  feet of an antenna a sound would result. Ten photocells were wired to activate tape recorders and short-wave radios. Cecil Coker designed a control circuit, which was built  by my assistant Witt Wittnebert. Film footage by Stan VanDerBeek and Nam June Paik’s  manipulated television images were projected on screens behind the dancers. In this  photograph Variations V is performed for a television taping session in Hamburg. The  photocells were located at the base of the five-foot antennas placed around the stage.  Cage, Tudor, and Gordon Mumma operate equipment to modify and determine the final  sounds.",238
Story of E.A.T. Part I,Q24649,"The Story of E.A.T. by Billy Kluver: At the 47th Street Factory, Andy Warhol asked me for a floating light bulb. We made  some calculations and discovered it was not possible with existing battery technology.  While working on the idea, my colleague at Bell Laboratories found a material called  Scotchpak™ which was relatively impermeable to helium and could be heat sealed. It  
 was used by the United States Army for wrapping sandwiches. When I brought this  material to Andy he decided to make clouds and while we were figuring out how to heat seal curves, he simply folded the material over and made these Silver Clouds, which were  first shown at Leo Castelli’s gallery in 1966. The sculptures had a wonderful buoyancy  as they hovered gently in the room. The heat gradient between the floor and ceiling  creates a slight pressure differential; we could balance the Silver Clouds using paperclips  to make them float between ceiling and floor.",201
Story of E.A.T. Part I,Q24654,"The Story of E.A.T. by Billy Kluver: Peter Hirsch designed a 70 kHz Doppler sonar system for Lucinda Childs’ piece, Vehicle.  Childs swung three red buckets around inside the ultrasonic sound beams created by  transmitters in the three stands as seen in the photograph. The reflected signals from the  buckets mixed with the original 70 kHz signal, and the resulting beat frequency fell in the  audible range. The sound was transmitted to the speakers around the Armory. It was a  swishing noise like wind blowing through a forest.",119
Story of E.A.T. Part I,Q24655,"The Story of E.A.T. by Billy Kluver: In this photograph David Tudor and Fred Waldhauer set up Tudor’s piece Bandoneon !  on the performance platform. Ten different types of microphones were attached to the  bandoneon and picked up the sound which was distributed to four different processing  devices. The first was a forty-channel filter circuit. Twelve of its output channels were  fed to the 12 speakers; the remaining channels activated relays to turn on and off  spotlights on the balcony. Second, a processing circuit, which Tudor had built himself,  fed four transducers attached to wood and metal structures moving on the Armory floor.  The third was the 20-channel proportional control system, built by Fred Waldhauer,  which controlled the intensity of eight lights mounted on the performance platform and  fed the sound into different speakers around the Armory. The fourth device used the  sound to modify images on the three television projectors.",203
